Date,Average_Sentiment
2024-09-20 00:00:00+00:00,0.10782903439153438
2024-09-21 00:00:00+00:00,0.08702256944444443
2024-09-22 00:00:00+00:00,0.03314814814814815
2024-09-23 00:00:00+00:00,0.0658130787037037
2024-09-24 00:00:00+00:00,0.03506493506493506
2024-09-25 00:00:00+00:00,-0.0974217372134039
2024-09-26 00:00:00+00:00,0.047747001262626265
2024-09-27 00:00:00+00:00,0.12598765432098766
2024-09-28 00:00:00+00:00,-0.04742798353909466
2024-09-29 00:00:00+00:00,0.10118518518518518
2024-09-30 00:00:00+00:00,0.10818272005772006
