"tavg","region","id","date"
25.2,"USA","USW00023066",2023-08-18
24.6,"USA","USW00023066",2023-08-19
27.8,"USA","USW00023066",2023-08-20
29.8,"USA","USW00023066",2023-08-21
26.1,"USA","USW00023066",2023-08-22
23.7,"USA","USW00023066",2023-08-23
24.8,"USA","USW00023066",2023-08-24
21.3,"USA","USW00023066",2023-08-25
24.8,"USA","USW00023066",2023-08-26
26.1,"USA","USW00023066",2023-08-27
27,"USA","USW00023066",2023-08-28
26.5,"USA","USW00023066",2023-08-29
26.7,"USA","USW00023066",2023-08-30
26.7,"USA","USW00023066",2023-08-31
27.4,"USA","USW00023066",2023-09-01
23.3,"USA","USW00023066",2023-09-02
23.2,"USA","USW00023066",2023-09-03
23.5,"USA","USW00023066",2023-09-04
19.8,"USA","USW00023066",2023-09-05
22.7,"USA","USW00023066",2023-09-06
23.3,"USA","USW00023066",2023-09-07
23.2,"USA","USW00023066",2023-09-08
23.2,"USA","USW00023066",2023-09-09
24.7,"USA","USW00023066",2023-09-10
21.3,"USA","USW00023066",2023-09-11
22.4,"USA","USW00023066",2023-09-12
21.6,"USA","USW00023066",2023-09-13
19.1,"USA","USW00023066",2023-09-14
18.6,"USA","USW00023066",2023-09-15
17.7,"USA","USW00023066",2023-09-16
19.8,"USA","USW00023066",2023-09-17
19.4,"USA","USW00023066",2023-09-18
18.3,"USA","USW00023066",2023-09-19
20.2,"USA","USW00023066",2023-09-20
22.2,"USA","USW00023066",2023-09-21
20.4,"USA","USW00023066",2023-09-22
16.7,"USA","USW00023066",2023-09-23
16.1,"USA","USW00023066",2023-09-24
17.2,"USA","USW00023066",2023-09-25
18.1,"USA","USW00023066",2023-09-26
19.3,"USA","USW00023066",2023-09-27
20.7,"USA","USW00023066",2023-09-28
20.7,"USA","USW00023066",2023-09-29
22.4,"USA","USW00023066",2023-09-30
20.6,"USA","USW00023066",2023-10-01
12.4,"USA","USW00023154",2023-06-01
14.1,"USA","USW00023154",2023-06-02
13.3,"USA","USW00023154",2023-06-03
12.5,"USA","USW00023154",2023-06-04
13.3,"USA","USW00023154",2023-06-05
16.3,"USA","USW00023154",2023-06-06
13.7,"USA","USW00023154",2023-06-07
10.8,"USA","USW00023154",2023-06-08
12.6,"USA","USW00023154",2023-06-09
11.6,"USA","USW00023154",2023-06-10
11.4,"USA","USW00023154",2023-06-11
8.3,"USA","USW00023154",2023-06-12
13.2,"USA","USW00023154",2023-06-13
13.6,"USA","USW00023154",2023-06-14
13.9,"USA","USW00023154",2023-06-15
12.9,"USA","USW00023154",2023-06-16
14.6,"USA","USW00023154",2023-06-17
18.9,"USA","USW00023154",2023-06-18
19.6,"USA","USW00023154",2023-06-19
13.9,"USA","USW00023154",2023-06-20
12.5,"USA","USW00023154",2023-06-21
14.5,"USA","USW00023154",2023-06-22
15.2,"USA","USW00023154",2023-06-23
13.9,"USA","USW00023154",2023-06-24
14.5,"USA","USW00023154",2023-06-25
16.7,"USA","USW00023154",2023-06-26
16.1,"USA","USW00023154",2023-06-27
14.3,"USA","USW00023154",2023-06-28
13.3,"USA","USW00023154",2023-06-29
16.7,"USA","USW00023154",2023-06-30
19.5,"USA","USW00023154",2023-07-01
21.1,"USA","USW00023154",2023-07-02
22.4,"USA","USW00023154",2023-07-03
21.2,"USA","USW00023154",2023-07-04
19.9,"USA","USW00023154",2023-07-05
NA,"USA","USW00023154",2023-07-06
NA,"USA","USW00023154",2023-07-07
NA,"USA","USW00023154",2023-07-08
NA,"USA","USW00023154",2023-07-09
NA,"USA","USW00023154",2023-07-10
NA,"USA","USW00023154",2023-07-11
NA,"USA","USW00023154",2023-07-12
NA,"USA","USW00023154",2023-07-13
NA,"USA","USW00023154",2023-07-14
NA,"USA","USW00023154",2023-07-15
NA,"USA","USW00023154",2023-07-16
NA,"USA","USW00023154",2023-07-17
NA,"USA","USW00023154",2023-07-18
NA,"USA","USW00023154",2023-07-19
21,"USA","USW00023154",2023-07-20
24.1,"USA","USW00023154",2023-07-21
25.2,"USA","USW00023154",2023-07-22
26.3,"USA","USW00023154",2023-07-23
25.1,"USA","USW00023154",2023-07-24
23.3,"USA","USW00023154",2023-07-25
22.5,"USA","USW00023154",2023-07-26
24.7,"USA","USW00023154",2023-07-27
22.1,"USA","USW00023154",2023-07-28
23.2,"USA","USW00023154",2023-07-29
25.4,"USA","USW00023154",2023-07-30
24.5,"USA","USW00023154",2023-07-31
20.8,"USA","USW00023154",2023-08-01
15.4,"USA","USW00023154",2023-08-02
16.8,"USA","USW00023154",2023-08-03
18.5,"USA","USW00023154",2023-08-04
18.8,"USA","USW00023154",2023-08-05
19.3,"USA","USW00023154",2023-08-06
19.3,"USA","USW00023154",2023-08-07
19.6,"USA","USW00023154",2023-08-08
19.2,"USA","USW00023154",2023-08-09
21,"USA","USW00023154",2023-08-10
19.9,"USA","USW00023154",2023-08-11
19.8,"USA","USW00023154",2023-08-12
19.2,"USA","USW00023154",2023-08-13
18.7,"USA","USW00023154",2023-08-14
19.9,"USA","USW00023154",2023-08-15
21.9,"USA","USW00023154",2023-08-16
20.8,"USA","USW00023154",2023-08-17
20.7,"USA","USW00023154",2023-08-18
20.4,"USA","USW00023154",2023-08-19
14.9,"USA","USW00023154",2023-08-20
16.6,"USA","USW00023154",2023-08-21
15.6,"USA","USW00023154",2023-08-22
16.2,"USA","USW00023154",2023-08-23
18.1,"USA","USW00023154",2023-08-24
19.4,"USA","USW00023154",2023-08-25
19.4,"USA","USW00023154",2023-08-26
18.7,"USA","USW00023154",2023-08-27
18.3,"USA","USW00023154",2023-08-28
19.8,"USA","USW00023154",2023-08-29
18.8,"USA","USW00023154",2023-08-30
18.4,"USA","USW00023154",2023-08-31
20.4,"USA","USW00023154",2023-09-01
15.8,"USA","USW00023154",2023-09-02
15.5,"USA","USW00023154",2023-09-03
11.3,"USA","USW00023154",2023-09-04
12.5,"USA","USW00023154",2023-09-05
14.3,"USA","USW00023154",2023-09-06
16.7,"USA","USW00023154",2023-09-07
17.3,"USA","USW00023154",2023-09-08
16,"USA","USW00023154",2023-09-09
15.9,"USA","USW00023154",2023-09-10
16.3,"USA","USW00023154",2023-09-11
14.3,"USA","USW00023154",2023-09-12
14.5,"USA","USW00023154",2023-09-13
14,"USA","USW00023154",2023-09-14
13.6,"USA","USW00023154",2023-09-15
13.6,"USA","USW00023154",2023-09-16
15,"USA","USW00023154",2023-09-17
15.1,"USA","USW00023154",2023-09-18
15.1,"USA","USW00023154",2023-09-19
15.3,"USA","USW00023154",2023-09-20
12.7,"USA","USW00023154",2023-09-21
7.3,"USA","USW00023154",2023-09-22
7.9,"USA","USW00023154",2023-09-23
11.4,"USA","USW00023154",2023-09-24
13.1,"USA","USW00023154",2023-09-25
13.9,"USA","USW00023154",2023-09-26
14.1,"USA","USW00023154",2023-09-27
13.3,"USA","USW00023154",2023-09-28
12.7,"USA","USW00023154",2023-09-29
13.7,"USA","USW00023154",2023-09-30
8.2,"USA","USW00023154",2023-10-01
26.1,"USA","USW00023169",2023-06-01
28.2,"USA","USW00023169",2023-06-02
29.3,"USA","USW00023169",2023-06-03
30.7,"USA","USW00023169",2023-06-04
31.1,"USA","USW00023169",2023-06-05
28.7,"USA","USW00023169",2023-06-06
25.1,"USA","USW00023169",2023-06-07
24.1,"USA","USW00023169",2023-06-08
27.2,"USA","USW00023169",2023-06-09
28.4,"USA","USW00023169",2023-06-10
27,"USA","USW00023169",2023-06-11
23.6,"USA","USW00023169",2023-06-12
25.6,"USA","USW00023169",2023-06-13
29.2,"USA","USW00023169",2023-06-14
29.6,"USA","USW00023169",2023-06-15
24.6,"USA","USW00023169",2023-06-16
26.8,"USA","USW00023169",2023-06-17
31.6,"USA","USW00023169",2023-06-18
30.1,"USA","USW00023169",2023-06-19
27.6,"USA","USW00023169",2023-06-20
28.3,"USA","USW00023169",2023-06-21
28.6,"USA","USW00023169",2023-06-22
25.8,"USA","USW00023169",2023-06-23
27.6,"USA","USW00023169",2023-06-24
30.1,"USA","USW00023169",2023-06-25
29.8,"USA","USW00023169",2023-06-26
29.1,"USA","USW00023169",2023-06-27
30.6,"USA","USW00023169",2023-06-28
31.1,"USA","USW00023169",2023-06-29
32.9,"USA","USW00023169",2023-06-30
34.6,"USA","USW00023169",2023-07-01
36.4,"USA","USW00023169",2023-07-02
38.5,"USA","USW00023169",2023-07-03
36.1,"USA","USW00023169",2023-07-04
33.5,"USA","USW00023169",2023-07-05
33.8,"USA","USW00023169",2023-07-06
32.9,"USA","USW00023169",2023-07-07
33,"USA","USW00023169",2023-07-08
33.9,"USA","USW00023169",2023-07-09
33.5,"USA","USW00023169",2023-07-10
35.6,"USA","USW00023169",2023-07-11
36,"USA","USW00023169",2023-07-12
35.9,"USA","USW00023169",2023-07-13
36.2,"USA","USW00023169",2023-07-14
37.6,"USA","USW00023169",2023-07-15
38.7,"USA","USW00023169",2023-07-16
40.3,"USA","USW00023169",2023-07-17
38.6,"USA","USW00023169",2023-07-18
37.7,"USA","USW00023169",2023-07-19
38,"USA","USW00023169",2023-07-20
39.1,"USA","USW00023169",2023-07-21
39.4,"USA","USW00023169",2023-07-22
39.4,"USA","USW00023169",2023-07-23
36.7,"USA","USW00023169",2023-07-24
37.8,"USA","USW00023169",2023-07-25
38.8,"USA","USW00023169",2023-07-26
38.3,"USA","USW00023169",2023-07-27
38.2,"USA","USW00023169",2023-07-28
38.2,"USA","USW00023169",2023-07-29
36.8,"USA","USW00023169",2023-07-30
35.3,"USA","USW00023169",2023-07-31
29.8,"USA","USW00023169",2023-08-01
29.1,"USA","USW00023169",2023-08-02
31.4,"USA","USW00023169",2023-08-03
33,"USA","USW00023169",2023-08-04
33.9,"USA","USW00023169",2023-08-05
35.8,"USA","USW00023169",2023-08-06
35.3,"USA","USW00023169",2023-08-07
33.7,"USA","USW00023169",2023-08-08
34,"USA","USW00023169",2023-08-09
32.3,"USA","USW00023169",2023-08-10
31.8,"USA","USW00023169",2023-08-11
32.8,"USA","USW00023169",2023-08-12
33.1,"USA","USW00023169",2023-08-13
31.7,"USA","USW00023169",2023-08-14
35.6,"USA","USW00023169",2023-08-15
34.4,"USA","USW00023169",2023-08-16
34.6,"USA","USW00023169",2023-08-17
34,"USA","USW00023169",2023-08-18
23.5,"USA","USW00023169",2023-08-19
21.2,"USA","USW00023169",2023-08-20
24.5,"USA","USW00023169",2023-08-21
27.5,"USA","USW00023169",2023-08-22
30.3,"USA","USW00023169",2023-08-23
30.8,"USA","USW00023169",2023-08-24
31.2,"USA","USW00023169",2023-08-25
33.3,"USA","USW00023169",2023-08-26
34.1,"USA","USW00023169",2023-08-27
33.8,"USA","USW00023169",2023-08-28
34.9,"USA","USW00023169",2023-08-29
35.8,"USA","USW00023169",2023-08-30
36.7,"USA","USW00023169",2023-08-31
28.5,"USA","USW00023169",2023-09-01
23,"USA","USW00023169",2023-09-02
24.9,"USA","USW00023169",2023-09-03
25.6,"USA","USW00023169",2023-09-04
26.7,"USA","USW00023169",2023-09-05
28.6,"USA","USW00023169",2023-09-06
29.6,"USA","USW00023169",2023-09-07
31.8,"USA","USW00023169",2023-09-08
32.8,"USA","USW00023169",2023-09-09
31.7,"USA","USW00023169",2023-09-10
27.4,"USA","USW00023169",2023-09-11
30.8,"USA","USW00023169",2023-09-12
28.8,"USA","USW00023169",2023-09-13
28,"USA","USW00023169",2023-09-14
27.2,"USA","USW00023169",2023-09-15
28.7,"USA","USW00023169",2023-09-16
29.6,"USA","USW00023169",2023-09-17
29.4,"USA","USW00023169",2023-09-18
28.3,"USA","USW00023169",2023-09-19
26.8,"USA","USW00023169",2023-09-20
23.9,"USA","USW00023169",2023-09-21
24.4,"USA","USW00023169",2023-09-22
25,"USA","USW00023169",2023-09-23
24.1,"USA","USW00023169",2023-09-24
26.1,"USA","USW00023169",2023-09-25
27.4,"USA","USW00023169",2023-09-26
27.1,"USA","USW00023169",2023-09-27
27.4,"USA","USW00023169",2023-09-28
27.9,"USA","USW00023169",2023-09-29
24.3,"USA","USW00023169",2023-09-30
18.6,"USA","USW00023169",2023-10-01
26.9,"USA","USW00023183",2023-06-01
28.7,"USA","USW00023183",2023-06-02
30.6,"USA","USW00023183",2023-06-03
32.7,"USA","USW00023183",2023-06-04
33.6,"USA","USW00023183",2023-06-05
31.6,"USA","USW00023183",2023-06-06
29.3,"USA","USW00023183",2023-06-07
29.6,"USA","USW00023183",2023-06-08
29.6,"USA","USW00023183",2023-06-09
30.3,"USA","USW00023183",2023-06-10
30.6,"USA","USW00023183",2023-06-11
27.7,"USA","USW00023183",2023-06-12
28.9,"USA","USW00023183",2023-06-13
30.4,"USA","USW00023183",2023-06-14
31.4,"USA","USW00023183",2023-06-15
32.4,"USA","USW00023183",2023-06-16
32.4,"USA","USW00023183",2023-06-17
34.4,"USA","USW00023183",2023-06-18
34,"USA","USW00023183",2023-06-19
34.3,"USA","USW00023183",2023-06-20
33.4,"USA","USW00023183",2023-06-21
33.3,"USA","USW00023183",2023-06-22
32.9,"USA","USW00023183",2023-06-23
32.1,"USA","USW00023183",2023-06-24
34.2,"USA","USW00023183",2023-06-25
36.4,"USA","USW00023183",2023-06-26
36.2,"USA","USW00023183",2023-06-27
35.2,"USA","USW00023183",2023-06-28
34.3,"USA","USW00023183",2023-06-29
34.8,"USA","USW00023183",2023-06-30
36.7,"USA","USW00023183",2023-07-01
38.6,"USA","USW00023183",2023-07-02
39,"USA","USW00023183",2023-07-03
38.9,"USA","USW00023183",2023-07-04
38.1,"USA","USW00023183",2023-07-05
37.8,"USA","USW00023183",2023-07-06
38.1,"USA","USW00023183",2023-07-07
38,"USA","USW00023183",2023-07-08
38.7,"USA","USW00023183",2023-07-09
38.1,"USA","USW00023183",2023-07-10
38.2,"USA","USW00023183",2023-07-11
38.8,"USA","USW00023183",2023-07-12
39.5,"USA","USW00023183",2023-07-13
40.3,"USA","USW00023183",2023-07-14
41.1,"USA","USW00023183",2023-07-15
40.7,"USA","USW00023183",2023-07-16
40.4,"USA","USW00023183",2023-07-17
40.2,"USA","USW00023183",2023-07-18
42.2,"USA","USW00023183",2023-07-19
41.3,"USA","USW00023183",2023-07-20
40.4,"USA","USW00023183",2023-07-21
40.9,"USA","USW00023183",2023-07-22
39.6,"USA","USW00023183",2023-07-23
39.9,"USA","USW00023183",2023-07-24
40.2,"USA","USW00023183",2023-07-25
42.2,"USA","USW00023183",2023-07-26
38.9,"USA","USW00023183",2023-07-27
40.6,"USA","USW00023183",2023-07-28
40.3,"USA","USW00023183",2023-07-29
40.2,"USA","USW00023183",2023-07-30
35.8,"USA","USW00023183",2023-07-31
36.1,"USA","USW00023183",2023-08-01
38.3,"USA","USW00023183",2023-08-02
38.6,"USA","USW00023183",2023-08-03
38.2,"USA","USW00023183",2023-08-04
39.8,"USA","USW00023183",2023-08-05
39.3,"USA","USW00023183",2023-08-06
38.9,"USA","USW00023183",2023-08-07
38.1,"USA","USW00023183",2023-08-08
36.6,"USA","USW00023183",2023-08-09
37.9,"USA","USW00023183",2023-08-10
36.6,"USA","USW00023183",2023-08-11
36.5,"USA","USW00023183",2023-08-12
36.4,"USA","USW00023183",2023-08-13
36.1,"USA","USW00023183",2023-08-14
37.4,"USA","USW00023183",2023-08-15
37.8,"USA","USW00023183",2023-08-16
38.7,"USA","USW00023183",2023-08-17
36.3,"USA","USW00023183",2023-08-18
34,"USA","USW00023183",2023-08-19
31.2,"USA","USW00023183",2023-08-20
30.2,"USA","USW00023183",2023-08-21
30.4,"USA","USW00023183",2023-08-22
35.3,"USA","USW00023183",2023-08-23
35.2,"USA","USW00023183",2023-08-24
37.1,"USA","USW00023183",2023-08-25
38.8,"USA","USW00023183",2023-08-26
38.3,"USA","USW00023183",2023-08-27
40.3,"USA","USW00023183",2023-08-28
40.3,"USA","USW00023183",2023-08-29
39.3,"USA","USW00023183",2023-08-30
38.4,"USA","USW00023183",2023-08-31
30.7,"USA","USW00023183",2023-09-01
30.6,"USA","USW00023183",2023-09-02
31.4,"USA","USW00023183",2023-09-03
34.1,"USA","USW00023183",2023-09-04
32.9,"USA","USW00023183",2023-09-05
33.7,"USA","USW00023183",2023-09-06
34.5,"USA","USW00023183",2023-09-07
36.6,"USA","USW00023183",2023-09-08
38,"USA","USW00023183",2023-09-09
38.5,"USA","USW00023183",2023-09-10
36.7,"USA","USW00023183",2023-09-11
35.1,"USA","USW00023183",2023-09-12
29.4,"USA","USW00023183",2023-09-13
32,"USA","USW00023183",2023-09-14
33.1,"USA","USW00023183",2023-09-15
33.4,"USA","USW00023183",2023-09-16
34.3,"USA","USW00023183",2023-09-17
33.3,"USA","USW00023183",2023-09-18
31.4,"USA","USW00023183",2023-09-19
30.7,"USA","USW00023183",2023-09-20
30.4,"USA","USW00023183",2023-09-21
30.6,"USA","USW00023183",2023-09-22
30.1,"USA","USW00023183",2023-09-23
30.3,"USA","USW00023183",2023-09-24
31.3,"USA","USW00023183",2023-09-25
32.2,"USA","USW00023183",2023-09-26
32.5,"USA","USW00023183",2023-09-27
32.3,"USA","USW00023183",2023-09-28
31.6,"USA","USW00023183",2023-09-29
31.2,"USA","USW00023183",2023-09-30
27.4,"USA","USW00023183",2023-10-01
16.9,"USA","USW00023188",2023-06-01
17.6,"USA","USW00023188",2023-06-02
17.4,"USA","USW00023188",2023-06-03
17.8,"USA","USW00023188",2023-06-04
17.5,"USA","USW00023188",2023-06-05
17.4,"USA","USW00023188",2023-06-06
17.7,"USA","USW00023188",2023-06-07
17.7,"USA","USW00023188",2023-06-08
18.1,"USA","USW00023188",2023-06-09
17.8,"USA","USW00023188",2023-06-10
16.9,"USA","USW00023188",2023-06-11
17.3,"USA","USW00023188",2023-06-12
17.8,"USA","USW00023188",2023-06-13
17.9,"USA","USW00023188",2023-06-14
18.1,"USA","USW00023188",2023-06-15
19.1,"USA","USW00023188",2023-06-16
18.9,"USA","USW00023188",2023-06-17
18.1,"USA","USW00023188",2023-06-18
18.2,"USA","USW00023188",2023-06-19
18.9,"USA","USW00023188",2023-06-20
18.8,"USA","USW00023188",2023-06-21
18.2,"USA","USW00023188",2023-06-22
17.8,"USA","USW00023188",2023-06-23
18.1,"USA","USW00023188",2023-06-24
18.3,"USA","USW00023188",2023-06-25
18.6,"USA","USW00023188",2023-06-26
18.4,"USA","USW00023188",2023-06-27
18,"USA","USW00023188",2023-06-28
18.3,"USA","USW00023188",2023-06-29
19.2,"USA","USW00023188",2023-06-30
19.1,"USA","USW00023188",2023-07-01
19.4,"USA","USW00023188",2023-07-02
18.8,"USA","USW00023188",2023-07-03
18.6,"USA","USW00023188",2023-07-04
18.6,"USA","USW00023188",2023-07-05
18.2,"USA","USW00023188",2023-07-06
18.4,"USA","USW00023188",2023-07-07
18.8,"USA","USW00023188",2023-07-08
18.6,"USA","USW00023188",2023-07-09
19.8,"USA","USW00023188",2023-07-10
19.8,"USA","USW00023188",2023-07-11
21.9,"USA","USW00023188",2023-07-12
22.8,"USA","USW00023188",2023-07-13
21.6,"USA","USW00023188",2023-07-14
20.9,"USA","USW00023188",2023-07-15
20.2,"USA","USW00023188",2023-07-16
21.6,"USA","USW00023188",2023-07-17
21.8,"USA","USW00023188",2023-07-18
21.7,"USA","USW00023188",2023-07-19
21.6,"USA","USW00023188",2023-07-20
21,"USA","USW00023188",2023-07-21
20.3,"USA","USW00023188",2023-07-22
20.6,"USA","USW00023188",2023-07-23
21.3,"USA","USW00023188",2023-07-24
21,"USA","USW00023188",2023-07-25
22.9,"USA","USW00023188",2023-07-26
23.1,"USA","USW00023188",2023-07-27
21.2,"USA","USW00023188",2023-07-28
22.2,"USA","USW00023188",2023-07-29
22.3,"USA","USW00023188",2023-07-30
22.8,"USA","USW00023188",2023-07-31
23.7,"USA","USW00023188",2023-08-01
23,"USA","USW00023188",2023-08-02
21.6,"USA","USW00023188",2023-08-03
20.7,"USA","USW00023188",2023-08-04
21.6,"USA","USW00023188",2023-08-05
20.8,"USA","USW00023188",2023-08-06
21.1,"USA","USW00023188",2023-08-07
23.2,"USA","USW00023188",2023-08-08
23.2,"USA","USW00023188",2023-08-09
22.1,"USA","USW00023188",2023-08-10
21.9,"USA","USW00023188",2023-08-11
21.8,"USA","USW00023188",2023-08-12
21.7,"USA","USW00023188",2023-08-13
21.1,"USA","USW00023188",2023-08-14
21,"USA","USW00023188",2023-08-15
22.1,"USA","USW00023188",2023-08-16
21.6,"USA","USW00023188",2023-08-17
20.4,"USA","USW00023188",2023-08-18
20.6,"USA","USW00023188",2023-08-19
22.4,"USA","USW00023188",2023-08-20
20.4,"USA","USW00023188",2023-08-21
21.3,"USA","USW00023188",2023-08-22
21.3,"USA","USW00023188",2023-08-23
20.8,"USA","USW00023188",2023-08-24
20.5,"USA","USW00023188",2023-08-25
20.7,"USA","USW00023188",2023-08-26
22,"USA","USW00023188",2023-08-27
23.3,"USA","USW00023188",2023-08-28
23.2,"USA","USW00023188",2023-08-29
22.3,"USA","USW00023188",2023-08-30
21.9,"USA","USW00023188",2023-08-31
21.6,"USA","USW00023188",2023-09-01
22.7,"USA","USW00023188",2023-09-02
23.3,"USA","USW00023188",2023-09-03
21.5,"USA","USW00023188",2023-09-04
20.9,"USA","USW00023188",2023-09-05
22.2,"USA","USW00023188",2023-09-06
21.4,"USA","USW00023188",2023-09-07
22.3,"USA","USW00023188",2023-09-08
24.3,"USA","USW00023188",2023-09-09
24.5,"USA","USW00023188",2023-09-10
24.1,"USA","USW00023188",2023-09-11
22.9,"USA","USW00023188",2023-09-12
21.4,"USA","USW00023188",2023-09-13
20.8,"USA","USW00023188",2023-09-14
21.1,"USA","USW00023188",2023-09-15
21.2,"USA","USW00023188",2023-09-16
20.7,"USA","USW00023188",2023-09-17
21.4,"USA","USW00023188",2023-09-18
19.5,"USA","USW00023188",2023-09-19
20.9,"USA","USW00023188",2023-09-20
20.3,"USA","USW00023188",2023-09-21
19.3,"USA","USW00023188",2023-09-22
20.4,"USA","USW00023188",2023-09-23
20.1,"USA","USW00023188",2023-09-24
20.1,"USA","USW00023188",2023-09-25
19.7,"USA","USW00023188",2023-09-26
19.3,"USA","USW00023188",2023-09-27
19.4,"USA","USW00023188",2023-09-28
19.9,"USA","USW00023188",2023-09-29
19.9,"USA","USW00023188",2023-09-30
19.1,"USA","USW00023188",2023-10-01
20.7,"USA","USW00024011",2023-06-01
23.1,"USA","USW00024011",2023-06-02
23.2,"USA","USW00024011",2023-06-03
25.6,"USA","USW00024011",2023-06-04
24.2,"USA","USW00024011",2023-06-05
25,"USA","USW00024011",2023-06-06
26,"USA","USW00024011",2023-06-07
25.6,"USA","USW00024011",2023-06-08
21.7,"USA","USW00024011",2023-06-09
18.9,"USA","USW00024011",2023-06-10
16.6,"USA","USW00024011",2023-06-11
18.4,"USA","USW00024011",2023-06-12
20.9,"USA","USW00024011",2023-06-13
22,"USA","USW00024011",2023-06-14
21.7,"USA","USW00024011",2023-06-15
17.3,"USA","USW00024011",2023-06-16
18.2,"USA","USW00024011",2023-06-17
20.6,"USA","USW00024011",2023-06-18
24.6,"USA","USW00024011",2023-06-19
27.9,"USA","USW00024011",2023-06-20
21.3,"USA","USW00024011",2023-06-21
18.7,"USA","USW00024011",2023-06-22
17.1,"USA","USW00024011",2023-06-23
15.9,"USA","USW00024011",2023-06-24
18.8,"USA","USW00024011",2023-06-25
20.8,"USA","USW00024011",2023-06-26
21.8,"USA","USW00024011",2023-06-27
22.2,"USA","USW00024011",2023-06-28
22.4,"USA","USW00024011",2023-06-29
22.4,"USA","USW00024011",2023-06-30
22.4,"USA","USW00024011",2023-07-01
26.2,"USA","USW00024011",2023-07-02
22.2,"USA","USW00024011",2023-07-03
17.7,"USA","USW00024011",2023-07-04
15.1,"USA","USW00024011",2023-07-05
18.2,"USA","USW00024011",2023-07-06
20,"USA","USW00024011",2023-07-07
18.8,"USA","USW00024011",2023-07-08
22.8,"USA","USW00024011",2023-07-09
22.3,"USA","USW00024011",2023-07-10
14.2,"USA","USW00024011",2023-07-11
15.2,"USA","USW00024011",2023-07-12
20.9,"USA","USW00024011",2023-07-13
21.8,"USA","USW00024011",2023-07-14
19.3,"USA","USW00024011",2023-07-15
18.4,"USA","USW00024011",2023-07-16
17.2,"USA","USW00024011",2023-07-17
20.9,"USA","USW00024011",2023-07-18
21.2,"USA","USW00024011",2023-07-19
20.4,"USA","USW00024011",2023-07-20
20.9,"USA","USW00024011",2023-07-21
22.7,"USA","USW00024011",2023-07-22
24.2,"USA","USW00024011",2023-07-23
26.1,"USA","USW00024011",2023-07-24
26.9,"USA","USW00024011",2023-07-25
27.7,"USA","USW00024011",2023-07-26
25.9,"USA","USW00024011",2023-07-27
22.8,"USA","USW00024011",2023-07-28
20.1,"USA","USW00024011",2023-07-29
20.5,"USA","USW00024011",2023-07-30
23.2,"USA","USW00024011",2023-07-31
26.9,"USA","USW00024011",2023-08-01
24.2,"USA","USW00024011",2023-08-02
25.7,"USA","USW00024011",2023-08-03
23,"USA","USW00024011",2023-08-04
20.3,"USA","USW00024011",2023-08-05
21.1,"USA","USW00024011",2023-08-06
20.4,"USA","USW00024011",2023-08-07
21.3,"USA","USW00024011",2023-08-08
20.9,"USA","USW00024011",2023-08-09
19.7,"USA","USW00024011",2023-08-10
21.8,"USA","USW00024011",2023-08-11
20.7,"USA","USW00024011",2023-08-12
18.4,"USA","USW00024011",2023-08-13
18.6,"USA","USW00024011",2023-08-14
22.3,"USA","USW00024011",2023-08-15
22.9,"USA","USW00024011",2023-08-16
18.8,"USA","USW00024011",2023-08-17
21.6,"USA","USW00024011",2023-08-18
24.2,"USA","USW00024011",2023-08-19
16.3,"USA","USW00024011",2023-08-20
15.9,"USA","USW00024011",2023-08-21
20.1,"USA","USW00024011",2023-08-22
23.1,"USA","USW00024011",2023-08-23
24.4,"USA","USW00024011",2023-08-24
20.5,"USA","USW00024011",2023-08-25
16.7,"USA","USW00024011",2023-08-26
21.3,"USA","USW00024011",2023-08-27
22.9,"USA","USW00024011",2023-08-28
21.7,"USA","USW00024011",2023-08-29
20.9,"USA","USW00024011",2023-08-30
23.7,"USA","USW00024011",2023-08-31
21.8,"USA","USW00024011",2023-09-01
24.6,"USA","USW00024011",2023-09-02
24.9,"USA","USW00024011",2023-09-03
26.2,"USA","USW00024011",2023-09-04
17.8,"USA","USW00024011",2023-09-05
13.2,"USA","USW00024011",2023-09-06
16.3,"USA","USW00024011",2023-09-07
18.1,"USA","USW00024011",2023-09-08
16.6,"USA","USW00024011",2023-09-09
15.2,"USA","USW00024011",2023-09-10
16.2,"USA","USW00024011",2023-09-11
13.9,"USA","USW00024011",2023-09-12
15.1,"USA","USW00024011",2023-09-13
19.4,"USA","USW00024011",2023-09-14
16.1,"USA","USW00024011",2023-09-15
14.1,"USA","USW00024011",2023-09-16
14.7,"USA","USW00024011",2023-09-17
19.3,"USA","USW00024011",2023-09-18
18.8,"USA","USW00024011",2023-09-19
15.3,"USA","USW00024011",2023-09-20
18.1,"USA","USW00024011",2023-09-21
16.7,"USA","USW00024011",2023-09-22
16.1,"USA","USW00024011",2023-09-23
15.8,"USA","USW00024011",2023-09-24
17.2,"USA","USW00024011",2023-09-25
14.7,"USA","USW00024011",2023-09-26
15.4,"USA","USW00024011",2023-09-27
17.3,"USA","USW00024011",2023-09-28
16,"USA","USW00024011",2023-09-29
14.8,"USA","USW00024011",2023-09-30
20.9,"USA","USW00024011",2023-10-01
16.1,"USA","USW00024021",2023-06-01
12,"USA","USW00024021",2023-06-02
13.3,"USA","USW00024021",2023-06-03
14.5,"USA","USW00024021",2023-06-04
16.2,"USA","USW00024021",2023-06-05
17.2,"USA","USW00024021",2023-06-06
16.6,"USA","USW00024021",2023-06-07
14.9,"USA","USW00024021",2023-06-08
16.3,"USA","USW00024021",2023-06-09
15.9,"USA","USW00024021",2023-06-10
